participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7320652,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,1187.0,2140.0,953.0,1095.0,804.224884662159,-163.7421689564851
7320652,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,678.0,1079.0,895.0,1043.0,-294.6253836697781,-201.54849546121386
7320652,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,1519.0,,1021.0,1780.0,,-95.7421689564851
7320652,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,1356.0,1189.0,1362.0,944.0,-165.70024950380957,245.2578310435149
7320652,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,995.0,1677.0,1110.0,1357.0,360.1500188281275,13.45150453878614
7320652,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,730.0,2229.0,965.0,1304.0,950.0002871600645,-131.54849546121386
7320652,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,1721.0,1227.0,2220.0,1071.0,-70.92484700590398,1083.0641575482437
7320652,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,975.0,1128.0,1231.0,,-188.8499811718725,114.2578310435149
7320652,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,559.0,1240.0,1398.0,1715.0,-95.77511533784104,301.45150453878614
7320652,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,618.0,,1069.0,1145.0,,-37.645332208849595
7320652,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,821.0,1005.0,1146.0,1325.0,-255.07457867396693,19.16099429587939
7320652,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,718.0,,1647.0,1403.0,,499.96732080060815
7320652,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,721.0,1423.0,1044.0,1702.0,125.07515299409602,-92.93584245175634
7320652,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,698.0,2109.0,1243.0,1183.0,811.075152994096,116.16099429587939
7320652,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,636.0,,1165.0,1775.0,,28.064157548243656
7320652,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,784.0,1494.0,926.0,1561.0,177.1500188281275,-200.8390057041206
7320652,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,773.0,1559.0,1190.0,2088.0,261.075152994096,93.45150453878614
7320652,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,812.0,,1172.0,1359.0,,65.3546677911504
7320652,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,880.0,1275.0,1283.0,1311.0,-3.999712839935455,176.3546677911504
7320652,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,675.0,871.0,1268.0,1221.0,-407.99971283993546,151.2578310435149
7331214,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,713.1999999,,1632.5,2549.4,,525.8546677911504
7331214,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,799.6,1548.4,1406.0,1325.9,99.07407966634764,289.2578310435149
7331214,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,738.7,1090.0,764.6,1644.8,-226.8499811718725,-362.2390057041206
7331214,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,742.8,1765.0,1045.5,1384.4,391.3746163302219,-131.8231894422986
7331214,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,826.9,1305.9,1563.3,1188.1,7.975152994096106,426.3641575482436
7331214,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,696.5,1202.4,1553.0,923.6,-209.07565200171507,466.54834128642165
7331214,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,539.1999999,1645.5,1684.9,1255.9,328.6500188281275,568.157831043515
7331214,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,705.7,1627.5,1339.7,1133.9,272.7997504961904,243.15150453878618
7331214,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,564.6999999,851.0,851.4,922.5,-427.99971283993546,-255.24533220884962
7331214,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,595.8000001,1827.1,1180.8,806.5,529.1751529940959,53.960994295879345
7331214,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,561.6999999,2136.2,1036.4,768.6,819.3500188281273,-60.14849546121377
7331214,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,757.4,1322.2,870.8,922.0,24.27515299409606,-266.1358424517564
7331214,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,555.8,1116.3,857.6999999,1629.4,-238.40024950380962,-238.8484955612139
7331214,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,539.7,2078.1,891.5999999,1213.8,799.1002871600645,-204.94849556121392
7331214,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,463.6,,727.8000001,829.0,,-368.7484953612138
7331214,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,465.1,822.1,957.4,988.8,-513.675115337841,-149.24533220884962
7331214,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,502.4,1980.5,762.4,1639.8,644.724884662159,-354.3421689564851
7331214,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,553.5,,1608.9,480.6,,492.157831043515
7331214,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,644.4000001,898.5,546.9,816.0,-418.3499811718725,-549.6484954612139
7331214,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,576.1999999,1540.3,770.0999999,922.5,242.37515299409597,-336.54533230884965
7331214,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,582.0999999,1291.6,787.3,1124.0,-25.249981171872605,-359.7326791993919
7331214,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,596.0,1189.9,674.1,665.0999999,-108.0248470059039,-452.7390057041206
7331214,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,537.4,1380.2,791.5999999,957.6999999,120.12542132603312,-335.23900580412067
7331214,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,567.8,1047.4,728.6,1069.9,-231.59971283993536,-378.0453322088496
7331214,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,961.6,560.4,898.8,937.4,-737.524847005904,-238.1358424517564
7331214,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,489.0,1337.5,845.4,659.4,20.650018828127486,-281.43900570412063
7331214,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,453.8,1523.3,1052.5,1210.4,187.5248846621589,-44.04849546121386
7331214,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,540.1999999,1164.8,919.0,812.8000001,-189.90024950380962,-217.93584245175634
7331214,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,464.4,1703.3,730.4,1023.6,424.3002871600645,-386.3421689564851
7331214,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,509.4,1143.4,852.4000001,1513.1,-135.59971283993536,-244.1484953612138
7331214,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,501.5,919.9,654.1,2487.0,-378.024847005904,-442.44849546121384
7333377,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,782.6999999,1624.5,1043.7,1380.5,326.575152994096,-52.848495461213815
7333377,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,817.8,1065.8,1363.1,995.5999999,-213.1997128399355,256.4546677911503
7333377,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,738.8000001,1217.2,1120.0,793.2,-80.72484700590394,-6.839005704120609
7333377,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,609.2,871.3,1033.5,1100.4,-426.62484700590403,-63.04849546121386
7333377,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,591.2,780.9,2287.8,1302.8,-630.5756520017152,1201.3483412864218
7333377,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,509.8,1244.6,913.3,784.0,-91.17511533784113,-193.34533220884964
7333377,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,521.3,1183.9,980.9,755.4,-151.87511533784095,-115.64849546121388
7333377,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,566.5,1561.2,902.1999999,1131.1,187.57461633022194,-194.3484955612139
7333377,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,798.2,1334.4,850.9,1000.2,36.475152994096106,-286.03584245175637
7333377,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,490.8000001,1472.1,1337.4,1133.4,155.2500188281274,190.36732080060824
7333377,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,556.0,869.3,,1271.4,-428.62484700590403,
7333377,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,578.1999999,1303.9,891.9000001,640.5,24.900287160064636,-214.74533210884954
7333377,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,531.4000001,708.1,660.5999999,693.6999999,-608.7499811718725,-466.23900580412067
7333377,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,598.5,750.1999999,579.1,895.6999999,-566.6499812718725,-537.6421689564851
7333377,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,560.1999999,771.6,568.5,910.9,-526.324847005904,-538.1453322088496
7333377,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,668.8,842.4,811.4,523.2,-417.67457867396695,-315.43900570412063
7333377,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,559.1999999,892.0,731.6,877.1,-443.77511533784104,-385.1421689564851
7333377,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,435.4,611.9,833.8000001,791.7,-667.0997128399355,-262.7484953612138
7333377,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,444.0,773.2,629.0999999,1015.8,-543.6499811718725,-497.73900580412067
7333377,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,464.3,1029.5,1035.0,999.2,-249.49971283993546,-81.7421689564851
7333377,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,695.3,850.6999999,1170.9,852.6,-522.9253837697781,-6.423189442298508
7333377,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,423.2,687.8,463.5,938.5,-629.0499811718726,-633.0484954612139
7333377,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,504.8000001,817.5,1020.1,763.6999999,-537.2002495038096,-76.44849546121384
7333377,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,525.6999999,751.3,657.2,864.0,-527.6997128399355,-439.3484954612138
7333377,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,572.0,698.3,1954.2,849.5,-618.5499811718726,857.6515045387862
7333377,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,563.9,647.1,797.0,725.9000001,-707.6002495038096,-339.93584245175634
7333377,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,1081.2,656.8000001,720.3000001,652.4,-697.9002494038095,-396.44216885648507
7333377,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,501.2,630.8000001,646.5,667.8000001,-667.124846905904,-480.3390057041206
7333377,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,559.6999999,782.6,1657.8,859.9,-515.324847005904,520.8641575482436
7333377,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,458.9000001,712.3,535.0,731.0,-737.0259203336525,-581.7421689564851
7333377,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,463.5,1137.1,832.5,1377.0,-179.7499811718726,-274.1453322088496
7333377,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,658.3,681.5,777.5,973.6,-673.2002495038096,-319.04849546121386
7333499,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,1791.8,2279.8,1431.5,1713.1,962.9500188281277,304.6609942958794
7333499,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,1670.8,1979.5,,2156.5,624.7997504961904,
7333499,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,1894.4,1736.9,,1531.6,457.90028716006464,
7333499,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,1273.6,,,1999.1,,
7333499,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,1093.0,2225.2,1130.6,1701.0,870.4997504961902,-6.3358424517564345
7333499,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,1167.9,,1129.2,1465.7,,-7.735842451756298
7333499,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,872.3,1447.8,1214.8,1291.7,149.87515299409597,108.15466779115036
7333499,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,829.9,916.1,1679.9,1729.2,-381.82484700590396,542.9641575482437
7333499,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,,,1458.6,979.8,,351.9546677911503
7333499,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,939.7,2300.7,944.8,1166.9,927.0746163302217,-151.7484954612139
7333499,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,1001.8,996.7,1091.5,1613.5,-282.2997128399354,-15.145332208849595
7333499,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,1926.1,1268.8,778.5,1637.4,-48.04998117187256,-348.3390057041206
7333499,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,1943.1,1964.9,712.7,901.5,666.9751529940961,-424.2358424517563
7333499,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,,1848.2,1037.9,973.2,569.2002871600646,-58.64849546121377
7333499,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,1016.0,1134.3,734.3,1072.5,-163.62484700590403,-362.2484954612139
7333499,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,727.7,966.7,786.1,897.3,-369.075115337841,-310.44849546121384
7333499,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,1067.8,1478.5,760.8,746.6,142.72488466215896,-355.94216895648515
7333499,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,1433.4,861.2,914.0,933.8,-455.64998117187247,-182.54849546121386
7333499,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,699.7,,752.2,1146.5,,-364.54216895648506
7333499,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,873.2,1825.5,771.5,835.9,376.17407966634755,-345.2421689564851
7333499,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,592.6,1485.0,718.6,953.2,206.00028716006454,-377.94849546121384
7333499,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,1095.0,,732.8,1163.3,,-444.52318944229864
7333499,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,1362.8,933.1,867.4,1042.9,-383.7499811718725,-249.34216895648512
7333499,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,1034.2,1096.4,784.7,2453.0,-220.44998117187242,-321.94533220884955
7333499,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,604.6,834.7,803.4,650.4,-463.22484700590394,-323.43900570412063
7333499,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,1165.2,1543.4,782.4,720.8,226.55001882812758,-314.1484954612139
7333499,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,684.4,857.6,832.3,673.7,-440.32484700590396,-294.53900570412065
7333499,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,940.4,866.7,,1050.6,-431.22484700590394,
7333499,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,819.2,774.0,734.8,776.9,-561.775115337841,-371.84533220884964
7333499,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,990.2,612.2,781.6,816.2,-647.8745786739669,-345.2390057041206
7333499,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,640.0,2311.5,1128.2,1135.4,994.6500188281275,-18.832679199391805
7333499,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,839.6,792.3,1170.1,707.8,-619.1756520017152,83.64834128642156
7382963,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,772.0,2382.0,1590.0,1226.0,1084.075152994096,453.06415754824366
